Sl No.,Links,,,,,,,,,,,,,,Category,,,Text Generated 
301,https://timesofindia.indiatimes.com/world/us/sundar-pichai-to-satya-nadella-how-prominent-indian-americans-reacted-to-trumps-win/articleshow/115036487.cms,,,,,,,,,,,,,,International Affairs,,,"Prominent Indian-Americans on Wednesday congratulated Donald Trump following his historical re-election as the US president and assured to continue to work with him in the advancement of US-India relationship.Donald Trump secured a second term in the Oval office after winning 295 out of 538 electoral colleges, improving upon his 2020 performance in both red and blue states and capturing enough swing states to reach 270 Electoral College votes."
302,https://timesofindia.indiatimes.com/world/europe/putin-poised-to-rule-russia-for-another-six-years-amid-limited-opposition/articleshow/108560110.cms,,,,,,,,,,,,,,International Affairs,,,"Russian President Vladimir Putin is poised to extend his leadership of Russia for another six years following a controlled election marked by limited opposition. The election environment lacked public criticism of Putin or his actions in Ukraine. The recent death of political rival Alexei Navalny has left other critics either imprisoned or in exile. Despite minor challenges, such as a Ukrainian drone attack, Putin's position remains largely unchallenged. Russia's economy shows resilience amid sanctions, bolstered by growth in the defense industry. Western leaders have criticized the election for limited independent monitoring."
303,https://timesofindia.indiatimes.com/world/rest-of-world/heavy-rains-return-to-southern-brazil-flooding-even-higher-ground-in-porto-alegre/articleshow/110378160.cms,,,,,,,,,,,,,,International Affairs,,,"In May 2024, heavy rains once again struck Brazil's southernmost state, Rio Grande do Sul, particularly affecting its capital, Porto Alegre. This deluge disrupted ongoing clean-up efforts and inundated previously unaffected areas. Over the preceding month, record flooding had resulted in 163 fatalities and displaced approximately 600,000 residents, with 64 individuals still reported missing. Notably, within a 12-hour span, certain parts of Porto Alegre received more rainfall than they typically do in an entire month, exacerbating the flooding situation. The renewed downpour forced the evacuation of facilities such as a daycare center in the Menino Deus neighborhood, which had just reopened after a week-long clean-up. Additionally, areas like the southern neighborhood of Cavalhada, previously unscathed, experienced significant flooding, necessitating rescues of vulnerable residents. Compounding the issue, debris left out for disposal was swept into the streets by the fresh rains, clogging drains and worsening the flooding. Porto Alegre's Mayor, Sebastiao Melo, acknowledged the severity of the rainfall, describing it as ""excessively heavy,"" while residents expressed concerns over the lack of adequate warning."
304,https://timesofindia.indiatimes.com/world/middle-east/-israel-iran-war-gaza-palestine-hamas-hezbollah-lebanon-missile-attack-airstrikes/liveblog/115375006.cms,,,,,,,,,,,,,,International Affairs,,,"Israel has escalated its military operations, targeting Hezbollah strongholds in Beirut and southern Lebanon with airstrikes. In response, Hezbollah, an Iran-backed group, has claimed responsibility for attacks on multiple Israeli military bases near Haifa, further intensifying the conflict between the two sides."
305,https://timesofindia.indiatimes.com/education/news/cbse-issues-sops-for-practical-examinations-202425-key-guidelines-for-classes-x-and-xii/articleshow/115925964.cms,,,,,,,,,,,,,,Education,,,"CBSE has released detailed SOPs for practical exams, projects, and internal assessments for Classes X and XII for the 2024–25 session. Practical exams will be held from November 5 to December 5 for winter-bound schools and January 1 to February 14 for others. Schools must upload marks promptly, ensure proper lab facilities, and follow strict guidelines, including batch-wise exams and mandatory group photos with geotags. External examiners will supervise Class XII exams. Non-compliance will lead to strict actions. These measures aim to standardize and streamline the exam process."
306,https://timesofindia.indiatimes.com/education/news/iit-bombays-placement-season-kicks-off-with-over-45-companies-and-record-breaking-offers/articleshow/115884503.cms,,,,,,,,,,,,,,Education,,,"The placement season at IIT-Bombay commenced robustly, with over 45 companies participating on the first day. Notably, Da Vinci Derivatives extended offers of ₹2.2 crore per annum for positions in its Amsterdam office. High-frequency trading firms such as Graviton, Quadeye, and WorldQuant offered domestic roles with packages exceeding ₹90 lakh, with some offers approaching or surpassing ₹1 crore. Tech giants including Flipkart, Apple, Ola, Microsoft, and Google also made significant domestic offers. Consulting firms McKinsey, Kearney, and BCG, along with investment management firm Blackstone, were among the prominent recruiters. The day involved multiple rounds of interviews, with Qualcomm shortlisting 90 candidates for further evaluation."
307,https://timesofindia.indiatimes.com/education/news/iit-guwahati-iitg-admission-2024-cutoff-placements-fees-ranking/articleshow/106545462.cms,,,,,,,,,,,,,,Education,,,"The Indian Institute of Technology Guwahati (IITG), located in Assam, is a premier engineering institution in India. Admissions for undergraduate programs, such as B.Tech, are primarily based on JEE Advanced scores, while postgraduate admissions consider GATE and NET scores. The institute has a strong placement record, with numerous companies participating in recruitment drives. For the 2023–2024 academic year, tuition fees for B.Tech/B.Des programs are ₹1,52,150 for general category students, with concessions available for reserved categories. IITG consistently ranks among the top engineering institutions in India, fostering a vibrant academic environment that emphasizes innovation and research."
308,https://timesofindia.indiatimes.com/education/news/sbi-clerk-2024-recruitment-notification-released-for-over-1300-vacancies-check-important-dates-application-procedure-and-other-important-details/articleshow/116385318.cms,,,,,,,,,,,,,,Education,,,"The State Bank of India (SBI) has announced the recruitment of 13,735 Junior Associates (Customer Support & Sales) for the 2024–25 session. The application period is from December 17, 2024, to January 7, 2025. The selection process includes a preliminary exam in February 2025 and a main exam in March/April 2025. Interested candidates can apply through SBI's official website."
309,https://timesofindia.indiatimes.com/education/news/gate-2025-exam-dates-announced-check-detailed-subject-wise-schedule-timings-here/articleshow/116590667.cms,,,,,,,,,,,,,,Education,,,"IIT Roorkee has announced the GATE 2025 schedule, which will be held on February 1, 2, 15, and 16. The exam will include two sessions each day, with 30 test papers available, including two new subjects: Geomatics Engineering and Naval Architecture and Marine Engineering. The exam will feature MCQs, MSQs, and NAT questions, and candidates can select up to two papers."
310,https://timesofindia.indiatimes.com/business/india-business/motilal-oswal-financial-services-hsbc-nuvama-equirus-stock-recommendations-by-brokers-for-january-2/articleshow/116868335.cms,,,,,,,,,,,,,,Business,,,"Motilal Oswal Financial Services has given a ""buy"" rating to Metro Brands with a target price of ₹1,460, highlighting the company's growth prospects in sports and athleisure. Additionally, they have recommended ""buy"" ratings for Tata Consultancy Services (TCS) with a target of ₹5,000 and Coal India with a target of ₹480, citing TCS's shift towards modernization and Coal India's strong market position and growth opportunities due to rising power demand."
